,image,name,price,link,color,brand,gender
82,http://clarks.scene7.com/is/image/clarks/26122271_AZ?$prod_list$,Trapell Mid,$119.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/trapell-mid-navy-nubuck/p/26122271,Navy Nubuck,Clarks,m
83,http://clarks.scene7.com/is/image/clarks/26102528_AZ?$prod_list$,Stratton Limit,$119.99,http://www.clarksusa.com/us/mens/mens-boots/mens-casual-boots/stratton-limit-brown-leather/p/26102528,Brown Leather,Clarks,m
84,http://clarks.scene7.com/is/image/clarks/26102527_AZ?$prod_list$,Stratton Limit,$119.99,http://www.clarksusa.com/us/mens/mens-boots/stratton-limit-black-leather/p/26102527,Black Leather,Clarks,m
85,http://clarks.scene7.com/is/image/clarks/26104137_AZ?$prod_list$,Rockie Top GTX,$99.99,http://www.clarksusa.com/us/mens/mens-view-all/rockie-top-gtx-brown-leather/p/26104137,Brown Leather,Clarks,m
86,http://clarks.scene7.com/is/image/clarks/26110564_AZ?$prod_list$,Newkirk Plain,$119.99,http://www.clarksusa.com/us/mens-collections/mens-1825/newkirk-plain-blue-nubuck/p/26110564,Blue Nubuck,Clarks,m
87,http://clarks.scene7.com/is/image/clarks/26111059_AZ?$prod_list$,Varick Hill,$109.99,http://www.clarksusa.com/us/mens/mens-view-all/varick-hill-dark-brown-tumbled-leather/p/26111059,Dark Brown Tumbled Leather,Clarks,m
88,http://clarks.scene7.com/is/image/clarks/26120230_AZ?$prod_list$,Allyn Up,$109.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/allyn-up-brown-tumbled-leather/p/26120230,Brown Tumbled Leather,Clarks,m
89,http://clarks.scene7.com/is/image/clarks/26121398_AZ?$prod_list$,Allyn Top,$129.99,http://www.clarksusa.com/us/mens/mens-boots/mens-winter-boots/mens-waterproof-boots/allyn-top-black-leather-waterproof/p/26121398,Black Leather-Waterproof,Clarks,m
90,http://clarks.scene7.com/is/image/clarks/26110150_AZ?$prod_list$,Faulkner Rise,$119.99,http://www.clarksusa.com/us/mens/mens-boots/mens-dress-boots/faulkner-rise-walnut-leather/p/26110150,Walnut Leather,Clarks,m
91,http://clarks.scene7.com/is/image/clarks/26119280_AZ?$prod_list$,Baystone Up GTX,$109.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/baystone-up-gtx-grey-warm-lined-nubuck/p/26119280,Grey Warm Lined Nubuck,Clarks,m
92,http://clarks.scene7.com/is/image/clarks/26121400_AZ?$prod_list$,Ryerson Ridge,$119.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/ryerson-ridge-brown-leather/p/26121400,Brown Leather,Clarks,m
93,http://clarks.scene7.com/is/image/clarks/26113063_AZ?$prod_list$,Milwright Rise,$119.99,http://www.clarksusa.com/us/mens/mens-view-all/milwright-rise-black-tumbled-leather-wl/p/26113063,Black Tumbled Leather-WL,Clarks,m
94,http://clarks.scene7.com/is/image/clarks/26111058_AZ?$prod_list$,Varick Hill,$109.99,http://www.clarksusa.com/us/mens/mens-view-all/varick-hill-cognac-leather/p/26111058,Cognac Leather,Clarks,m
95,http://clarks.scene7.com/is/image/clarks/26120229_AZ?$prod_list$,Allyn Up,$119.99,http://www.clarksusa.com/us/mens/mens-boots/mens-winter-boots/mens-waterproof-boots/allyn-up-black-leather/p/26120229,Black Leather,Clarks,m
96,http://clarks.scene7.com/is/image/clarks/26120460_AZ?$prod_list$,Faulkner On,$119.99,http://www.clarksusa.com/us/mens/mens-boots/mens-casual-boots/faulkner-on-black-leather/p/26120460,Black Leather,Clarks,m
97,http://clarks.scene7.com/is/image/clarks/26119601_AZ?$prod_list$,Brocton Mid,$139.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/brocton-mid-tan-leather/p/26119601,Tan Leather,Clarks,m
98,http://clarks.scene7.com/is/image/clarks/26119291_AZ?$prod_list$,Montacute Lord,$149.99,http://www.clarksusa.com/us/mens-technologies/mens-ortholite/montacute-lord-chestnut-warm-lined-leather/p/26119291,Chestnut Warm Lined Leather,Clarks,m
