,image,name,price,link,brand
40,http://image.s5a.com/is/image/saks/0400089331001_247x329.jpg,Alicia Braided Leather & Python Espadrille Platform Sandals,$252.80,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446940426&R=889428268335&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6y,Alexandre Birman
41,http://image.s5a.com/is/image/saks/0400090004407_247x329.jpg,Abbe Suede Peep-Toe Block-Heel Booties,$389.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446965584&R=889428313448&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6z,Alexandre Birman
42,http://image.s5a.com/is/image/saks/0400090449555_247x329.jpg,Bicolor Eel Point-Toe Pumps,$333.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980196&R=889428314223&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6A,Alexandre Birman
43,http://image.s5a.com/is/image/saks/0400090449980_247x329.jpg,Clarita Suede & Eel Ankle-Tie Sandals,$389.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980308&R=889428302107&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6B,Alexandre Birman
44,http://image.s5a.com/is/image/saks/0400090450024_247x329.jpg,Leather Lace-Up Sandals,$389.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980307&R=889428305337&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6C,Alexandre Birman
45,http://image.s5a.com/is/image/saks/0400090450067_247x329.jpg,Leather Lace-Up Flat Sandals,$277.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980267&R=889428306532&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6D,Alexandre Birman
46,http://image.s5a.com/is/image/saks/0400090450130_247x329.jpg,Maggy Python Booties,$557.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980302&R=889428305498&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6E,Alexandre Birman
47,http://image.s5a.com/is/image/saks/0400090450169_247x329.jpg,Sierra Suede Block-Heel Mules,$277.20,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980287&R=889428307508&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6F,Alexandre Birman
48,http://image.s5a.com/is/image/saks/0400090451277_247x329.jpg,Python Block-Heel Mules,$498.40,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980440&R=889428307867&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6G,Alexandre Birman
49,http://image.s5a.com/is/image/saks/0400090451390_247x329.jpg,Betsy Python Wraparound Tie Block-Heel Booties,$700.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980386&R=889428308888&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6H,Alexandre Birman
50,http://image.s5a.com/is/image/saks/0400090452110_247x329.jpg,Benjamin Eel & Leather Lace-Up Booties,$660.80,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446980360&R=889428304989&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6I,Alexandre Birman
51,http://image.s5a.com/is/image/saks/0400090668793_247x329.jpg,Crocodile & Knotted Suede Cage Sandals,$420.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988920&R=889428392115&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6J,Alexandre Birman
52,http://image.s5a.com/is/image/saks/0400090668827_247x329.jpg,Knotted Suede Cage Sandals,$364.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306622397&PRODUCT%3C%3Eprd_id=845524446988938&R=889428389948&P_name=Alexandre+Birman&N=306622397+1553&bmUID=lAuzB6K,Alexandre Birman
